Customer Number,Company,Address1,Address2,Address3,City,State,PostalCode,Phone,Route,Branch,Route Code,Email,Parent
DC5901008,Days Inn/Calvert City,"75 Campbell Dr, Front Desk",,,Calvert City,KY,42029,8138929750,1011,91,1011,,9001256
DC3825479,Motel 6/Grand Rivers/M68972,720 Complex Dr,,,Grand Rivers,KY,42045,8138929750,1011,91,1011,,9001256
DC2068168,Quality Inn/Harrisburg,100A Seright St,,,Harrisburg,IL,62946,8138929750,1011,91,1011,,9001256
DC6153381,Quality Inn/Cadiz,153 Broadbent Blvd,,,Cadiz,KY,42211,8138929750,1011,91,1011,,9001256
DC15520314,Candlewood Suites/Oak Grove,12885 Fort Campbell Blvd,,,Oak Grove,KY,42262,8138929750,1011,91,1011,,9001256
DC3257053,Days Inn/Oak Grove,"212 Auburn St, Ofc",,,Oak Grove,KY,42262,8138929750,1011,91,1011,,9001256
DC6158430,Comfort Suites/Hopkinsville,210 Harvey Way,,,Hopkinsville,KY,42240,8138929750,1011,91,1011,,9001256
DC13274007,Econo Lodge/Clarksville,3065 Wilma Rudolph Blvd,,,Clarksville,TN,37040,8138929750,1011,91,1011,,9001256
DC338911,Rodeway Inn/Clarksville,111 Westfield Ct,,,Clarksville,TN,37040,8138929750,1011,91,1011,,9001256
DC12463871,Comfort Inn and Suites/Madisonville,545 Powell Dr,,,Madisonville,KY,42431,8138929750,1011,91,1011,,9001256
DC250776,Comfort Inn/Henderson,2820 US Highway 41 N,,,Henderson,KY,42420,8138929750,1011,91,1011,,9001256
DC13373673,Hampton Inn/Suites/Owensboro,401 W 2nd St,,,Owensboro,KY,42301,8138929750,1011,91,1011,,9001256
DC1624102,Wingate/Owensboro,51 Bon Harbor Hls,,,Owensboro,KY,42301,8138929750,1011,91,1011,,9001256
DC15958876,Best Western Plus/Owensboro,1018 Goetz Drive,,,OWENSBORO,KY,42301,8138929750,1011,91,1011,,9001256
DC324991,Quality Inn/Grayville,2200 S Court St,,,Grayville,IL,62844,8138929750,1011,91,1011,,9001256
DC13127770,Rodeway Inn/Flora,900 N Olive Rd,,,Flora,IL,62839,8138929750,1011,91,1011,,9001256
DC15648560,Quality Inn/Evansville,703 N 1st Ave,,,Evansville,IN,47710,8138929750,1011,91,1011,,9001256
DC3256576,Super 8/ Mount Carmel,937 Enterprise Ln,,,Mount Carmel,IL,62863,8138929750,1011,91,1011,,9001256
DC6116598,Comfort Inn and Suites/Evansville,3901 Highway 41 N,,,Evansville,IN,47711,8138929750,1011,91,1011,,9001256
DC6136551,Comfort Inn/Evansville,8331 E Walnut St,,,Evansville,IN,47715,8138929750,1011,91,1011,,9001256
DC1182207,Quality Inn/Evansville,19622 Elpers Rd,,,Evansville,IN,47725,8138929750,1011,91,1011,,9001256
DC3423298,Comfort Suites/Vincennes,2555 Hart St,,,Vincennes,IN,47591,8138929750,1011,91,1011,,9001256
DC6056047,Days Inn/Sullivan,907 W State Road 154,,,Sullivan,IN,47882,8138929750,1011,91,1011,,9001256
DC16110522,Sleep Inn/Terre Haute,3070 S 1st St,,,Terre Haute,IN,47802,8138929750,1011,91,1011,,9001256
DC3610848,Quality Inn/Hanceville,810 Main St NE,,,Hanceville,AL,35077,8138929750,1011,91,1011,,9001256
DC6124956,Comfort Suites/Cullman,2048 Saint Joseph Dr NW,,,Cullman,AL,35058,8138929750,1011,91,1011,,9001256
DC338747,Quality Inn/Cullman,5917 Al Highway 157,,,Cullman,AL,35058,8138929750,1011,91,1011,,9001256
DC1623963,Sleep Inn/Cullman,2050 Old Hwy 157,,,CULLMAN,AL,35058,8138929750,1011,91,1011,,9001256
DC1623961,Econo Lodge/Cullman,1655 County Road 437,,,Cullman,AL,35055,8138929750,1011,91,1011,,9001256
DC2066548,Sleep Inn/Athens,1115 Audubon Ln,,,Athens,AL,35611,8138929750,1011,91,1011,,9001256
DC324670,Best Western/Athens,1329 US Highway 72 E,,,Athens,AL,35611,8138929750,1011,91,1011,,9001256
DC6081711,Quality Inn/Athens,1488 Thrasher Blvd,,,Athens,AL,35611,8138929750,1011,91,1011,,9001256
DC6139302,Comfort Inn/Priceville,3239 Point Mallard Pkwy SE,,,Decatur,AL,35603,8138929750,1011,91,1011,,9001256
DC6094816,Comfort Inn/Decatur,2212 Danville Rd SW,,,Decatur,AL,35601,8138929750,1011,91,1011,,9001256
DC3256593,Econo Lodge/Decatur,1317 Point Mallard Pkwy,,,Decatur,AL,35601,8138929750,1011,91,1011,,9001256
DC1350587,Sleep Inn and Suites/Decatur,2226 Beltline Rd SW,,,Decatur,AL,35601,8138929750,1011,91,1011,,9001256
DC5973879,Holiday Inn Exp/Athens,16074 Athens Limestone Blvd,,,Athens,AL,35613,8138929750,1011,91,1011,,9001256
DC6114103,Clarion Point/Madison,122 Cleghorn Blvd,,,Madison,AL,35758,8138929750,1011,91,1011,,9001256
DC13178058,Hampton Inn/Suites/Huntsville,7010 Cabela Dr,,,Huntsville,AL,35806,8138929750,1011,91,1011,,9001256
DC6026636,Econo Lodge Inn/Suites/Huntsville,3788 University Dr NW,,,Huntsville,AL,35816,8138929750,1011,91,1011,,9001256
DC323338,La Quinta Inn/Huntsville,4870 University Dr NW,,,Huntsville,AL,35816,8138929750,1011,91,1011,,9001256
DC1005083,SureStay Hotel/ Huntsville,4404 University Dr NW,,,Huntsville,AL,35816,8138929750,1011,91,1011,,9001256
DC5874673,Microtel Inn/Huntsville,1820 Chase Creek Row,,,Huntsville,AL,35811,8138929750,1011,91,1011,,9001256
DC1053605,Quality Inn/Albertville,315 Martling Rd,,,Albertville,AL,35950,8138929750,1011,91,1011,,9001256
DC12629923,Comfort Suites/Gadsden,96 Walker St,,,Gadsden,AL,35904,8138929750,1011,91,1011,,9001256
DC699651,Super Eight/Gadsden,2110 Rainbow Dr,,,Gadsden,AL,35901,8138929750,1011,91,1011,,9001256
DC3328370,Red Roof Inn/Scottsboro,23518 John T Reid Pkwy,,,Scottsboro,AL,35768,8138929750,1011,91,1011,,9001256
DC6144982,Comfort Inn and Suites/Scottsboro,25775 John T Reid Pkwy,,,Scottsboro,AL,35768,8138929750,1011,91,1011,,9001256
DC1190282,Quality Inn/Scottsboro,208 Micah Way,,,Scottsboro,AL,35769,8138929750,1011,91,1011,,9001256
DC5222987,Richland Inn/Pulaski,1020 W College St,,,Pulaski,TN,38478,8138929750,1011,91,1011,,9001256
DC3624879,Quality Inn/Columbia,"1544 Bear Creek Pike, Front Desk",,,Columbia,TN,38401,8138929750,1011,91,1011,,9001256
DC16507170,Candlewood Suites/Columbia,1530 Bear Creek Pike,,,Columbia,TN,38401,8138929750,1011,91,1011,,9001256
DC15513256,Comfort Suites/Columbia,1551 Bear Creek Pike,,,columbia,TN,38401,8138929750,1011,91,1011,,9001256
DC42756,Red Roof Inn/Columbia,1548 Bear Creek Pike,,,Columbia,TN,38401,8138929750,1011,91,1011,,9001256
DC14901215,Sleep Inn and Suites/Columbia,1605 Harley Davidson Blvd,,,Columbia,TN,38401,8138929750,1011,91,1011,,9001256
DC356173,Super Eight/Columbia,1558 Bear Creek Pike,,,Columbia,TN,38401,8138929750,1011,91,1011,,9001256
DC2066593,Baymont Inn and Suites/Columbia,715 S James Campbell Blvd,,,Columbia,TN,38401,8138929750,1011,91,1011,,9001256
DC14204732,Hampton Inn/Fayetteville,110 Redstone Dr,,,Fayetteville,TN,37334,8138929750,1011,91,1011,,9001256
DC5915446,BEST WESTERN/FAYETTEVILLE,3021 Thornton Taylor Pkwy,,,Fayetteville,TN,37334,8138929750,1011,91,1011,,9001256
DC15578780,Candlewood Suites/Franklin,1305 Murfreesboro Rd,,,Franklin,TN,37064,8138929750,1011,91,1011,,9001256
DC3655994,Quality Inn and Suites/Franklin,1307 Murfreesboro Rd,,,Franklin,TN,37064,8138929750,1011,91,1011,,9001256
DC18017274,Quality Inn/Joelton,7175 Whites Creek Pike,,,Joelton,TN,37080,8138929750,1011,91,1011,,9001256
DC15823426,Staybridge Suites Franklin,3601 Mallory Ln,,,Franklin,TN,37067,8138929750,1011,91,1011,,9001256
DC1378206,Comfort Inn/Franklin,4202 Franklin Common Ct,,,Franklin,TN,37067,8138929750,1011,91,1011,,9001256
DC3624880,Red Roof Inn/Franklin,3915 Carothers Pkwy,,,Franklin,TN,37067,8138929750,1011,91,1011,,9001256
DC1052712,Clarion Pointe/Franklin,6210 Hospitality Dr,,,Franklin,TN,37067,8138929750,1011,91,1011,,9001256
DC202219,Sonesta Es Sts Nashville Brentwood,"206 Ward Cir, Ofc",,,Brentwood,TN,37027,8138929750,1011,91,1011,,9001256
DC3850647,Sonesta Simply Stes Nashville Brntw,5129 Virginia Way,,,Brentwood,TN,37027,8138929750,1011,91,1011,,9001256
DC1302946,Red Roof Inn/Nashville,4271 Sidco Dr,,,Nashville,TN,37204,8138929750,1011,91,1011,,9001256
DC1030015,Econo Lodge/LaVergne,107 Enterprise Blvd,,,La Vergne,TN,37086,8138929750,1011,91,1011,,9001256
DC3249552,Quality Inn and Suites/La Vergne,110 Enterprise Blvd,,,LA Vergne,TN,37086,8138929750,1011,91,1011,,9001256
DC14348083,Candlewood Suites/Smyrna/Tax,930 Colonade Dr,,,Smyrna,TN,37167,8138929750,1011,91,1011,,9001256
DC3994277,Sleep Inn/Smyrna,2689 Highwood Blvd,,,Smyrna,TN,37167,8138929750,1011,91,1011,,9001256
DC17292357,Candlewood Stes/Smyrna/Non Tax,930 Colonade Dr,,,Smyrna,TN,37167,8138929750,1011,91,1011,,9001256
DC12629861,Comfort Stes/Smyrna/Food/Bev Resale,3001 Highwood Blvd,,,Smyrna,TN,37167,8138929750,1011,91,1011,,9001256
DC6037939,Hampton Inn/Antioch,210 Crossings Pl,,,Antioch,TN,37013,8138929750,1011,91,1011,,9001256
DC394564,Best Western Plus Exec Res/Antioch,510 Collins Park Dr,,,Antioch,TN,37013,8138929750,1011,91,1011,,9001256
DC118608,La Quinta Inn/Nashville,531 Donelson Pike,,,Nashville,TN,37214,8138929750,1011,91,1011,,9001256
DC1039202,SLEEP INN/NASHVILLE,3437 Percy Priest Dr,,,Nashville,TN,37214,8138929750,1011,91,1011,,9001256
DC3439364,Motel 6/Nashville/M69053,701 Stewarts Ferry Pike,,,Nashville,TN,37214,8138929750,1011,91,1011,,9001256
DC323500,La Quinta-Briley Parkway,2345 Atrium Way,,,Nashville,TN,37214,8138929750,1011,91,1011,,9001256
DC6134176,Days Inn/ Nashville,3445 Percy Priest Dr,,,Nashville,TN,37214,8138929750,1011,91,1011,,9001256
DC1015204,Comfort Inn Opryland,2460 Music Valley Dr,,,Nashville,TN,37214,8138929750,1011,91,1011,,9001256
DC13504811,Comfort Suites/Mount Juliet,600 Red Ink Dr,,,Mount Juliet,TN,37122,8138929750,1011,91,1011,,9001256
DC1708276,Quality Inn/Mount Juliet,1000 Herschel Dr,,,Mount Juliet,TN,37122,8138929750,1011,91,1011,,9001256
DC327782,SUPER EIGHT/WHITES CREEK,7551 Old Hickory Blvd,,,Whites Creek,TN,37189,8138929750,1011,91,1011,,9001256
DC6048121,Red Roof Inn/Nashville,2407 Brick Church Pike,,,Nashville,TN,37207,8138929750,1011,91,1011,,9001256
DC4828285,Sleep Inn/Nashville,3200 Dickerson Pike,,,Nashville,TN,37207,8138929750,1011,91,1011,,9001256
DC15394100,Candlewood Suites/Goodlettsville,800 Conference Dr,,,Goodlettsville,TN,37072,8138929750,1011,91,1011,,9001256
DC1591752,Quality Inn/Tullahoma,1410 N Jackson St,,,Tullahoma,TN,37388,8138929750,1011,91,1011,,9001256
DC1567228,Quality Inn/Murfreesboro,2135 S Church St,,,Murfreesboro,TN,37130,8138929750,1011,91,1011,,9001256
DC15784221,Ramada/ONLY FOOD/BEV NonTax,1855 S Church St,,,Murfreesboro,TN,37130,8138929750,1011,91,1011,,9001256
DC5923861,Best Western Inn/Winchester,1602 Dinah Shore Blvd,,,Winchester,TN,37398,8138929750,1011,91,1011,,9001256
DC1053663,Quality Inn/Decherd/Winchester,1838 Decherd Blvd,,,Decherd,TN,37324,8138929750,1011,91,1011,,9001256
DC12629787,Sleep Inn/Manchester,84 Relco Dr,,,MANCHESTER,TN,37355,8138929750,1011,91,1011,,9001256
DC402647,Howard Johnson/Murfreesboro,2262 Armory Dr,,,Murfreesboro,TN,37129,8138929750,1011,91,1011,,9001256
DC15845664,Candlewood Suites Lebanon,110 Willard Hagan Dr,,,Lebanon,TN,37090,8138929750,1011,91,1011,,9001256
DC17226144,Comfort Inn and Suites/Gallatin,1468-A Tulip Poplar Dr,,,Gallatin,TN,37066,8138929750,1011,91,1011,,9001256
DC1001355,Baymont Inn and Suites/Gallatin,354 Sumner Hall Dr,,,Gallatin,TN,37066,8138929750,1011,91,1011,,9001256
DC6102773,QUALITY INN/LEBANON,"641 S Cumberland St, Frnt Dsk",,,Lebanon,TN,37087,8138929750,1011,91,1011,,9001256
DC6122556,Quality Inn/Fort Payne,102 Drinkard Dr NW,,,Fort Payne,AL,35967,8138929750,1011,91,1011,,9001256
DC6101735,Econo Lodge/Rome,390 Dodd Blvd SE,,,Rome,GA,30161,8138929750,1011,91,1011,,9001256
DC1407204,Quality Inn/ Rome,40 Grace Dr SE,,,Rome,GA,30161,8138929750,1011,91,1011,,9001256
DC1065740,Econo Lodge/Fort Payne,1412 Glenn Blvd SW,,,Fort Payne,AL,35968,8138929750,1011,91,1011,,9001256
DC368124,Days Inn/Fort Payne,1416 Glenn Blvd SW,,,Fort Payne,AL,35968,8138929750,1011,91,1011,,9001256
DC18220010,Quality Inn,1156 Highway 28,,,Jasper,TN,37347,8138929750,1011,91,1011,,9001256
DC1685156,Best Western Inn/Kimball,205 Kimball Crossing Dr,,,Kimball,TN,37347,8138929750,1011,91,1011,,9001256
DC16200115,Quality Inn/Jasper,1156 Highway 28,,,Jasper,TN,37347,8138929750,1011,91,1011,,9001256
DC3256945,Days Inn/Trenton,95 Killian Ave,,,Trenton,GA,30752,8138929750,1011,91,1011,,9001256
DC3454096,Econo Lodge/Chattanooga,150 Browns Ferry Rd,,,Chattanooga,TN,37419,8138929750,1011,91,1011,,9001256
DC167440,Comfort Inn Chattanooga Downtown,2420 Williams St,,,Chattanooga,TN,37408,8138929750,1011,91,1011,,9001256
DC14660476,Hometown Inn,22 Gateway Business Park Dr,,,Ringgold,GA,30736,8138929750,1011,91,1011,,9001256
DC6133501,Quality Inn and Stes/Chattanooga,6700 Ringgold Rd,,,Chattanooga,TN,37412,8138929750,1011,91,1011,,9001256
DC15179909,EconoLodge/East Ridge,"6642 Ringgold Rd, Fnt Lby",,,Chattanooga,TN,37412,8138929750,1011,91,1011,,9001256
DC2469530,Stay Tonight,6914 Shallowford Rd,,,Chattanooga,TN,37421,8138929750,1011,91,1011,,9001256
DC1178392,MAINSTAY SUITES/CHATTANOOGA,7030 Amin Dr,,,Chattanooga,TN,37421,8138929750,1011,91,1011,,9001256
DC382405,Comfort Inn/Chattanooga,2341 Shallowford Village Dr,,,Chattanooga,TN,37421,8138929750,1011,91,1011,,9001256
DC5922460,Americas Best Value Inn/Douglasvill,5481 Westmoreland Plz,,,Douglasville,GA,30134,8138929750,1011,91,1011,,9001256
DC4487767,DAYS INN/DOUGLASVILLE,5489 Westmoreland Plz,,,Douglasville,GA,30134,8138929750,1011,91,1011,,9001256
DC1261448,Comfort Inn/Douglasville,5487 Westmoreland Plz,,,Douglasville,GA,30134,8138929750,1011,91,1011,,9001256
DC12629835,Sleep Inn/Hiram,"181 Metromont Rd, Ofc",,,Hiram,GA,30141,8138929750,1011,91,1011,,9001256
DC393102,Quality Inn/Adairsville,107 Princeton Blvd,,,Adairsville,GA,30103,8138929750,1011,91,1011,,9001256
DC12633572,Quality Inn/Cartersville,2385 Aubrey Lake Rd,,,CARTERSVILLE,GA,30120,8138929750,1011,91,1011,,9001256
DC14468462,Sleep Inn/Mainstay Suites/Cartersvi,146 Old Allatoona Rd SE,,,Cartersville,GA,30121,8138929750,1011,91,1011,,9001256
DC339767,Red Roof Inn/Cartersville,28 State Route 20 Spur SE,,,Cartersville,GA,30121,8138929750,1011,91,1011,,9001256
DC6184007,Comfort Inn and Suites/Lithia Sprin,960 W Pointe Ct,,,Lithia Springs,GA,30122,8138929750,1011,91,1011,,9001256
DC1198113,Rodeway Inn/Austell,125 S Service Rd,,,Austell,GA,30168,8138929750,1011,91,1011,,9001256
DC6112580,Quality Inn/Acworth,5035 Cowan Rd,,,Acworth,GA,30101,8138929750,1011,91,1011,,9001256
DC1900381,SUPER EIGHT/ACWORTH,4970 Cowan Rd,,,Acworth,GA,30101,8138929750,1011,91,1011,,9001256
DC356178,Holiday Inn Express/Kennesaw,2485 George Busbee Pkwy NW,,,Kennesaw,GA,30144,8138929750,1011,91,1011,,9001256
DC6162097,Comfort Inn/Acworth,"184 Northpoint Way, Ofc",,,Acworth,GA,30102,8138929750,1011,91,1011,,9001256
DC17668983,Candlewood Suites/Smyrna,2210 Corporate Plaza Pkwy SE,,,Smyrna,GA,30080,8138929750,1011,91,1011,,9001256
DC5297432,Best Western/Smyrna,1200 Winchester Pkwy SE,,,Smyrna,GA,30080,8138929750,1011,91,1011,,9001256
DC6005634,The Halsten at Vinings Mountain,"3000 Cumberland Club Dr, Ofc",,,Atlanta,GA,30339,8138929750,1011,91,1011,,9001256
DC6173126,Hyatt Regency Suites Atlanta Northw,2999 Windy Hill Rd SE,,,Marietta,GA,30067,8138929750,1011,91,1011,,9001256
DC1033263,Sleep Inn Atlanta - Marietta,1175 Powers Ferry Pl SE,,,Marietta,GA,30067,8138929750,1011,91,1011,,9001256
DC6002063,Comfort Inn/Sandy Springs Atlanta,5793 Roswell Rd,,,Atlanta,GA,30328,8138929750,1011,91,1011,,9001256
DC6075448,Microtel Inn/Woodstock,305 Molly Ln,,,Woodstock,GA,30189,8138929750,1011,91,1011,,9001256
DC6131410,Comfort Inn and Suites/Canton,713 Transit Ave,,,Canton,GA,30114,8138929750,1011,91,1011,,9001256
DC6093270,Motel Six/Canton/M64839,114 River Pointe Pkwy,,,Canton,GA,30114,8138929750,1011,91,1011,,9001256
DC5791253,Quality Inn and Suites/Canton,138 Keith Dr,,,Canton,GA,30114,8138929750,1011,91,1011,,9001256
DC325835,Days Inn/Canton,101 Juniper St,,,Canton,GA,30114,8138929750,1011,91,1011,,9001256
DC1717283,Comfort Suites/Woodstock,"340 Parkway 575, Ofc",,,Woodstock,GA,30188,8138929750,1011,91,1011,,9001256
DC6163338,Microtel Inn/Jasper,171 H Mullins Ct,,,Jasper,GA,30143,8138929750,1011,91,1011,,9001256
DC5885299,Comfort Inn and Suites/Calhoun,1033 Fairmount Hwy SE,,,Calhoun,GA,30701,8138929750,1011,91,1011,,9001256
DC1653163,Quality Inn/Calhoun,1204 Red Bud Rd NE,,,Calhoun,GA,30701,8138929750,1011,91,1011,,9001256
DC6020454,La Quinta/Calhoun,150 Cracker Barrel Dr,,,Calhoun,GA,30701,8138929750,1011,91,1011,,9001256
DC1190178,Howard Johnson/Dalton,790 College Dr,,,Dalton,GA,30720,8138929750,1011,91,1011,,9001256
DC17268019,TracySteelmon,615 STEELMAN RD,,,CRANDALL,GA,30711,8138929750,1011,91,1011,,9001256
DC4379018,Quality Inn/Ocoee,120 White Water Dr,,,Ocoee,TN,37361,8138929750,1011,91,1011,,9001256
DC15511708,Super 8/Cookeville,440 Neal St,,,Cookeville,TN,38501,8138929750,1011,91,1011,,9001256
DC17184364,TishGarrett-Sliger,116 Laura Pl,,,Cookeville,TN,38506,8138929750,1011,91,1011,,9001256
DC16773719,Quality Inn and Suites/Monterey,522 E Stratton Ave,,,Monterey,TN,38574,8138929750,1011,91,1011,,9001256
DC1306464,Super Eight/Cleveland,163 Bernham Dr NW,,,Cleveland,TN,37312,8138929750,1011,91,1011,,9001256
DC16564882,Econo Lodge,8763  Rhea County Hwy,,,Dayton,TN,37321,8138929750,1011,91,1011,,9001256
DC16513491,Sleep Inn and Suites/Dayton,4450 Rhea County Hwy,,,Dayton,TN,37321,8138929750,1011,91,1011,,9001256
DC338899,Quality Inn/Sweetwater,249 New Highway 68,,,Sweetwater,TN,37874,8138929750,1011,91,1011,,9001256
DC1006069,Quality Inn/Crossville,4035 127TH N,,,CROSSVILLE,TN,38555,8138929750,1011,91,1011,,9001256
DC1030236,ECONO LODGE/RUSSELLVILLE,1450 Bowling Green Rd,,,Russellville,KY,42276,8138929750,1011,91,1011,,9001256
DC15362091,Comfort Inn and Suites/Franklin,105 Trotters Lane,,,Franklin,KY,42134,8138929750,1011,91,1011,,9001256
DC1036252,Days Inn/Franklin,103 Trotters Ln,,,Franklin,KY,42134,8138929750,1011,91,1011,,9001256
DC15455296,Sleep Inn and Main Stay/Bowling Gre,554 Corvette Dr,,,Bowling Green,KY,42101,8138929750,1011,91,1011,,9001256
DC3434240,Comfort Suites/Owensboro,230 Salem Dr,,,Owensboro,KY,42303,8138929750,1011,91,1011,,9001256
DC5913095,Quality Inn/Rockport,1355 N Plaza Dr,,,Rockport,IN,47635,8138929750,1011,91,1011,,9001256
DC15409596,Comfort Suites/Bowling Green,1211 Kenilwood Way,,,Bowling Green,KY,42104,8138929750,1011,91,1011,,9001256
DC5916031,Comfort Inn/Cave City,819 Sanders St,,,Cave City,KY,42127,8138929750,1011,91,1011,,9001256
DC329044,Econo Lodge/Cave City,102 Gardner Ln,,,Cave City,KY,42127,8138929750,1011,91,1011,,9001256
DC10001921,Sleep Inn and Suites/Cave City,801 Mammoth Cave St,,,Cave City,KY,42127,8138929750,1011,91,1011,,9001256
DC6104201,Comfort Suites/E-town KY,215 Commerce Dr,,,Elizabethtown,KY,42701,8138929750,1011,91,1011,,9001256
DC347115,Quality Inn/Suites/Elizabethtown,2009 N Mulberry St,,,Elizabethtown,KY,42701,8138929750,1011,91,1011,,9001256
DC14491460,Candlewood Inn and Suites/Bloomingt,1935 S Basswood Dr,,,Bloomington,IN,47403,8138929750,1011,91,1011,,9001256
DC13506533,Hyatt Place Bloomington,217 W Kirkwood Ave,,,Bloomington,IN,47404,8138929750,1011,91,1011,,9001256
DC6002369,Quality Inn/Bloomington,1100 W Rappel Ave,,,Bloomington,IN,47404,8138929750,1011,91,1011,,9001256
DC14322243,Red Roof Inn/Georgetown/NonTax,1079 N Luther Rd,,,Georgetown,IN,47122,8138929750,1011,91,1011,,9001256
DC5976360,Best Western Premier/Louisville,4110 Dixie Hwy,,,Louisville,KY,40216,8138929750,1011,91,1011,,9001256
DC12778438,Quality Inn/Seymour,2075 E Tipton St,,,Seymour,IN,47274,8138929750,1011,91,1011,,9001256
DC3298251,Quality Inn/Sts Columbus,161 Carrie Ln,,,Columbus,IN,47201,8138929750,1011,91,1011,,9001256
DC1330466,Distill Inn,984 Frost Ave,,,Bardstown,KY,40004,8138929750,1011,91,1011,,9001256
DC1200895,Comfort Inn/Somerset,82 Jolin Dr,,,Somerset,KY,42503,8138929750,1011,91,1011,,9001256
DC1030362,Quality Inn/Taxable,96 Daniel Dr,,,Danville,KY,40422,8138929750,1011,91,1011,,9001256
DC4427076,Super Eight/Danville,3663 HWY 150 127 BYP,,,DANVILLE,KY,40422,8138929750,1011,91,1011,,9001256
DC16637777,Redroof,210 Brenda Ave,,,Danville,KY,40422,8138929750,1011,91,1011,,9001256
DC1624103,Comfort Suites/Danville,864 Ben Ali Dr,,,Danville,KY,40422,8138929750,1011,91,1011,,9001256
DC2069096,Clarion Pointe/Harrodsburg,105  Commercial Dr,,,Harrodsburg,KY,40330,8138929750,1011,91,1011,,9001256
DC403615,Motel 6/Shepherdsville/M64545,144 E Joe B Hall Ave,,,Shepherdsville,KY,40165,8138929750,1011,91,1011,,9001256
DC3409179,Super Eight/Shepherdsville,275 Keystone Crossroad Dr,,,Shepherdsville,KY,40165,8138929750,1011,91,1011,,9001256
DC13499572,Baymont Inn and Suites/Brooks,149 Willabrook Dr,,,Brooks,KY,40109,8138929750,1011,91,1011,,9001256
DC2068194,Super Eight/Louisville,101 Central Ave,,,Louisville,KY,40209,8138929750,1011,91,1011,,9001256
DC2469656,Comfort Inn and Suites/Louisville,2912 Crittenden Dr,,,Louisville,KY,40209,8138929750,1011,91,1011,,9001256
DC4920810,Sure Stay Plus/Louisville Airport,4125 Preston Hwy,,,Louisville,KY,40213,8138929750,1011,91,1011,,9001256
DC4873639,Sleep Inn/Louisville Airport,3330 Preston Hwy,,,Louisville,KY,40213,8138929750,1011,91,1011,,9001256
DC15772235,Motel 6/Louisville/M68924,6121 Airport Hotels Blvd,,,Louisville,KY,40213,8138929750,1011,91,1011,,9001256
DC788420,Baymont/Louisville,6515 Signature Dr,,,Louisville,KY,40213,8138929750,1011,91,1011,,9001256
DC3382076,Econo Lodge/Louisville/Taxable,401 S 2nd St,,,Louisville,KY,40202,8138929750,1011,91,1011,,9001256
DC12864903,Candlewood/Louisville North,1419 Bales Ln,,,Clarksville,IN,47129,8138929750,1011,91,1011,,9001256
DC5665007,Best Western/Clarksville,1425 Broadway St,,,Clarksville,IN,47129,8138929750,1011,91,1011,,9001256
DC16230979,Candlewood Sts/LOU Dwntwn NE/Tax,1039 Zorn Ave,,,Louisville,KY,40207,8138929750,1011,91,1011,,9001256
DC16768871,Candlewood Sts/LOU Dwntwn NE/NonTax,1039 Zorn Ave,,,Louisville,KY,40207,8138929750,1011,91,1011,,9001256
DC5572682,Baymont Inn/Louisville,9400 Blairwood Rd,,,Louisville,KY,40222,8138929750,1011,91,1011,,9001256
DC402541,Red Roof Inn/Louisville,9330 Blairwood Rd,,,Louisville,KY,40222,8138929750,1011,91,1011,,9001256
DC6072661,Sleep Inn/Louisville,1850 Priority Way,,,Louisville,KY,40299,8138929750,1011,91,1011,,9001256
DC1708260,Microtel Inn/Louisville,1221 Kentucky Mills Dr,,,Louisville,KY,40299,8138929750,1011,91,1011,,9001256
DC1033485,Comfort Suites/Louisville,1850 Resource Way,,,Louisville,KY,40299,8138929750,1011,91,1011,,9001256
DC4287405,MainStay Suites Louisville/Jefferso,11762 Commonwealth Dr,,,Louisville,KY,40299,8138929750,1011,91,1011,,9001256
DC15919451,La Quinta Inn and Suites/Louisville,13825 Terra View Trl,,,Louisville,KY,40245,8138929750,1011,91,1011,,9001256
DC16581068,Travelodge,7618 Old State Road 60,,,Sellersburg,IN,47172,8138929750,1011,91,1011,,9001256
DC1415120,Quality Inn/ Sellersburg,111 Enterprise Way,,,Sellersburg,IN,47172,8138929750,1011,91,1011,,9001256
DC5986026,Best Western/Shelbyville,115 Isaac Shelby Dr,,,Shelbyville,KY,40065,8138929750,1011,91,1011,,9001256
DC1231928,Comfort Inn/La Grange,1001 Paige Pl,,,LA Grange,KY,40031,8138929750,1011,91,1011,,9001256
DC1667279,Quality Suites/La Grange,1500 E Crystal Dr,,,LA Grange,KY,40031,8138929750,1011,91,1011,,9001256
DC3648551,Red Roof Inn/Carrollton,10 Slumber Ln,,,Carrollton,KY,41008,8138929750,1011,91,1011,,9001256
DC6149567,Quality Inn/North Vernon,150 Fdr Dr,,,North Vernon,IN,47265,8138929750,1011,91,1011,,9001256
DC5660067,Baymont/Greensburg,2317 N State Road 3,,,GREENSBURG,IN,47240,8138929750,1011,91,1011,,9001256
DC17327263,Quality Inn,2211 IN-3,,,Greensburg,IN,47240,8138929750,1011,91,1011,,9001256
DC6059236,Comfort Inn/Madison,3767 Clifty Dr,,,Madison,IN,47250,8138929750,1011,91,1011,,9001256
DC16523440,Candlewood Suites/Lexington,501 Waller Ave,,,Lexington,KY,40504,8138929750,1011,91,1011,,9001256
DC4937631,Guesthouse Inn/Lexington,2261 Elkhorn Rd,,,Lexington,KY,40505,8138929750,1011,91,1011,,9001256
DC1172601,Super Eight/Lexington/Taxable,2351 Buena Vista Rd,,,Lexington,KY,40505,8138929750,1011,91,1011,,9001256
